X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
313,1,22  1  111141449  313131113 7 8 7 7 6 4 6 5 410 5 81101 6 8 4 3 1 3 39797 4 897 533321111212,NA,1 912,191112 11 2      4 211111144231344317392512,MI,0570095050090440213E,1,NA,7.662
313,1,22  2  239224443 1723233333 6 5 697 697 7 7 7 7 6 52  1 497 3 3 49797 6 3 5 397 344411111332,NA,2,212212 21 1      21311111144441444427446512,MI,0570095050090440313E,1,NA,11.512
313,1,22  1  931942559 96        9898989898989898989898982  8  98989898989898989898989844412222322,NA,2,222222 11 2      12311111111133321427339512,MI,0570095050092160213E,1,NA,17.192
313,1,11  2  1311111112 2238333139797979797979797979797972  2   4 5 3 397 597 5 6 697 644412122322,NA,112,111112911 22     13299999944444444327379512,MI,0570095050090440113E,1,NA,10.662
313,1,12  2  111144413 97 3333333 5 5 5 5 5 5 5 5 5 5 5 51 62   3 8 3 3 5 5 3 5 5 5 5 544433333312,NA,2,222222 12 2      11211111144443444325565512,MI,0570095050092160213E,1,NA,23.102
313,2,122 1  332244443  32232333310 5 5 5 5 6 7 5 3 3 5 31 32   1 8 4 6 6 3 3 3 7 7 5 644211333312,NA,1 6,121111 11 1      214111111224212443221845211,MI,0570095050092160113E,1,3,6.792
313,2,222 2  231244443 97 3321332 797 5 5 597 497 5 5 2 22  2   6 4 4 7 1 2 4 4 5 5 2 244412112112,NA,2,221112 11 2      6 211111144141444323181522,MI,0570095050092160113E,1,3,2.962
313,1,21  1  2221444411 313332333 99797 497979797 5 597 52  2   1 5 3 4 5 3 5 4 4 597 132111122221 1,NA,2,211112911 22     23321212242212144323358512,MI,0570095050092160213E,1,NA,17.032
313,1,22  2  1311111112 331333113 7 7 8 9 8 7 8 8 9 9 8 78  1 6 4 7 3 2 4 2 4 5 5 5 4 34441212111110 8,2,1 8,112112 11 1      14211111143422434227494522,MI,0570095050090440113E,1,NA,3.962
314,1,22  1  131134449  423333333 81010 5 4 5 7 7 9 910 91101 4 7 997 3 497 697 8 897974422232322112,NA,2,222999 21 2      4 411111144432424326241512,MO,0750186090217040214C,1,NA,15.882
314,1,22  2  223224443 97 3822323 5 6 5 5 5 5 5 5 5 6 5 52  2   69797 597 59797 6 6979732311123122,NA,2,222222 2222      14311111144424444323543512,MO,0750186090217040314C,1,NA,17.662
314,1,21  2  232934443  733333333 5 5 5 5 5 5 5 5 5 5 5 52  2   4 4 4 4 4 4 4 4 4 4 4 433322112232,NA,2,222112219 22     14399911133343444223325512,MO,0750186090217040314C,1,NA,19.222
314,1,22  1  131344443  933333333979797 8 7 697 5 69797978  1 3 6 7 4 3 5 5 6 5 5 5 6 434431212221 5,NA,2,222112 91 1      4 3111111444332343232235111,MO,0750186090217040314C,1,NA,17.732
314,1,11  2  1311444413 9213331339999999999999999999999992  2   897 2 597 3 7 7 5 897 744431121132,NA,2,229992299212     11222222244443444125367512,MO,0750186090217040114C,1,NA,25.002
314,1,11  2  331199993 97 3333333 6 5 4 6 6 5 5 6 6 7 6 51 81 4 6 5 4 5 5 4 5 8 5 7 5 544431133122,NA,2,222222222222     144111111433413342274645211,MO,0750186090217040114C,1,NA,6.392
314,1,21  2  111141153 1331323133 7 6 7 4 69797 6 6 797 78  2   6 6 3 6 69797 4 5 5 5 544311122122,NA,2,211212211 22     143111111434432442263545111,MO,0750186090217040114C,1,NA,11.512
314,1,22  1  111111113  431131111 1 1 1 1 1 1 1 1 1 1 1 11 31 3 5 5 5 5 1 1 5 5 5 5 5 544433313332,NA,2,111111 11 1      11111111144444444227196592,MO,0750186090217040214C,1,NA,14.062
315,1,22  1  331144449 99 333333397 8 7 7 89797 6 7 797978  8   7 8 6 6 7 6 7 7 7 7979744411123112,NA,2,921192 11 1      24311111144444334225218512,NY,1410685550688160332E,1,NA,22.941
315,1,12  1  291199449  92322333397 8 7 6 6 1 8 7 3 897 72  2  98989898989898989898989844321222222,NA,9,129212 12 2      14311111144441414326353512,NY,1410685550688160122E,1,NA,17.241
315,1,12  2  13111114121833333133 6 9 9 6 9 9 9 5 6 6 6 62  1 4 6 9 3 3 3 3 3 5 8 897 643322111222,NA,2,221222 21 2      6 311111133222344226292512,NY,1410685550688160122E,1,NA,15.961
315,1,11  1  213222459 97 8333323 3 4 3 3 2 2 297 4 4 4 32  2   7 7 5 6 5 6 6 6 5 6 5 611121212112,NA,2,212222121 29     14222222244441444414374512,NY,141068555068    542E,1,NA,21.131
315,1,12  2  1311144413 623333333 8 9 897 89797 997 997 51122  97 9 3 497 3 597 2 897 542211132332,NA,112 5,222122 11 1      12221111144333443127979512,NY,1410685550688160222E,1,NA,9.611
315,1,22  1  931195553 96         8 8 7 7 8 8 8 8 9 9 8 81 91 4 3 8 5 2 3 3 3 3 4 7 3 344412121112,NA,2,221912 22 1      242111111222424243265395111,NY,153168549173    532E,1,NA,12.841
315,1,21  1  221133443  423333333 89897 6979797 6979797972  1 1 5 4 7 297 49897 5 5979722111122112,NA,2,222222222222     4 311111144232444324282512,NY,1410685550688160322E,1,NA,20.691
316,1,11  1  191394553 96        9797979797979797979797978  8  97979797979797979797979788811391192,NA,2,222222222229     9 2229222388484441234035411,KS,269059671058    544C,1,NA,4.642
316,2,122 1  2122222313 922222228 39797 597979797 79797 58  8  97979797 99797979797979782112123312,NA,2,111111 11 2      3 911111133311221129999529,KS,307061678065    544C,1,1,5.212
316,1,21  2  933144443 1033333133 9 9 9 9 9 5 8 9 9 9 9 91121 4 8 997 497 4 4 4 3 897 44443321321116,NA,2,212212229 22     213111111442434443264455111,KS,3070616780659040324C,1,NA,11.512
316,1,22  1  921134559 96         8 6 5 8979797 610 7 5 41 91 3 9 6 1 8 5 49797 89798 323312123222,NA,2,229122 11 1      3 322199932322244123721512,KS,307061678065    544C,1,NA,19.902
316,1,22  2  231114441313988888881010101010991010101010101101 698989898989898989898989844431393332,NA,2,222212 21 2      142111111444414443265595112,KS,429146603146    544C,1,NA,10.312
316,3,22 41  111111552 96         4 1 4 5 1 1 1 1 4 4 5 72  2   8 7 8 5 8 7 6 4 6 7 5 532111112222,NA,2,122122 11 2      133211111221311311174554112,KS,3070616780659040124C,1,1,1.212
317,1,12  1  222234443 132333333398 9979798 3 2 897 8 8 71101 697 9 6 5979797 6 7 897 631321123222,NA,2,122122 21 2      114912111334334443254135111,IN,0830275270253480123E,1,NA,25.002
317,1,11  2  3311111111 421333113 8 8 5 7 797 6 7 7 697 71 91 4 5 8 3 4 4 5 4 5 7 7 4 544412131121 2 4,5,1 2 5,221111111 11 4121142111111344434443264255111,IN,0830275270253480123E,1,NA,16.012
317,1,22  2  931311119 1118933813 8 99897109797 9101097978  1 698 998 398 198989898989844421199192,NA,116,299112 11 1      3 211111144442444327728512,IN,0851905821983920233E,1,NA,6.432
317,1,11  2  121111551296        9798 5 7 698 6 7 7 898982  1 797 6 497 597 3 7 798989744333333222,NA,116,121112122 11 4331112111111444434441263945111,IN,0851905821983920233E,1,NA,10.662
317,1,12  91 232224551296         5 4 2 1 4 1 3 2 6 598 12  1 4 3 5 1 1 5 1 2 2 4 5 4 212221112322,NA,1 8,221111 11 1      141999999434424441 6407512,IN,0830275270253480123E,1,NA,16.012
317,1,22  2  2112244411 428333838 5 5 1 6 1 797 1 5 5 1 71108   5 9 5 197 2 197 1 1 1 54443111331111,NA,110,111112 11 1      24329111143441444123499512,IN,0830275270253480323E,1,NA,17.662
317,1,22  2  2122233312 412883822 3 3 2 197 1 1 2 1 397 28  1 4 198 2 1 2 1 1 2 1 298 111211113192,NA,2,221112 21 2      3 322222231231444123669512,IN,095053542053    533E,1,NA,19.902
318,1,12  1  2322222411 922323313 197 1 1 1 1 197 1 1 1 12  8   7 7 2 2 2 1 498 6 6 6 411111112222,NA,2,221112 11 2      14322922233322324226274512,LA,251175642121    547C,1,NA,11.973
318,1,12  1  232234443 1393833333 7 8 7 7 7 7 7 7 7 8 7 78  1 49797979797 1 1979797979724411111112,NA,2,111112 11 2      113111111444414441233145111,LA,2531186421213880337C,1,NA,16.643
318,1,21  2  212134553 97 3333333 8 9 897 8 7 6 6 7 9 9 82  1 6 6 8 7 1 6 2 3 7 7 8 8 544431133311 6 7,NA,2,211112111 22     133111111444444442234895211,LA,2551716441770220137C,1,NA,11.343
318,1,12  1  212233442  433311333 6 4 5 5 5 5 597 5 4 3 61121 4 3 497 1 3 6 4 3 3 3 3 321111123222,NA,2,211122 22 2      14311111144443444315354542,LA,253118642121    547C,1,NA,7.243
318,1,22  1  131224242  421111112 810 1 7 8979797 810 5 61 419610 9 1 1 99797 8 910 1 144111233112,NA,1 4,122222 22 2      4 411111144421444223205112,LA,2511756431793960237C,1,NA,9.853
318,1,12  1  231144443  613233133 8 8 7 89898 8 8989898988  2   5 7 2 597 3 997101097974433131311110 2,4,2,121122 11 1      212111111444443449231965111,LA,2551716441770220237C,1,NA,15.973
318,1,22  1  221233443  423333333 5 5 5 5 5 5 5 5 5 5 5 52  8  98989898989898989898989823231222122,NA,2,222222 2222      3 321212144433344123761512,LA,327129628133    547C,1,NA,24.133
318,3,22 4322,NA,NA,999999 999                          242 44,LA,249095716098    547C,1,1,7.393
318,1,22  1  2312444413 43331333398109810 1981098989898982  2  9810 5 11010 710 910981044411213212,NA,2,121111 11 1      4 111111144441444322199512,LA,2531186421213880237C,1,NA,25.003
318,2,212 1  2312221113 423333133 5 5 3 1 5 3 2 5 5 5 3 52  1 4 5 5 5 3 5 3 3 5 3 5 4 232421111122,NA,2,222222121 11 4133132111111434313442263585211,LA,327129628133    547C,1,3,1.673
318,1,22  1  221244443 1721333133 5 7 5 6 5 4 4 2 6 6 6 71121 6 6 8 4 5 5 4 4 6 5 6 6 64431913112116,NA,2,221112 11 2      12311111144431344125485512,LA,3210716120777680227C,1,NA,24.613
318,2,212 1  211299443  41338333310 1 1 1109797 1 1 1 1101108   110 9 1 69710101010101011111111112,NA,2,211112211 12     14222222244424444223323522,LA,321071612077    547C,1,3,3.433
319,1,11  1  2133423511 93332231397 9 5 597 4 597 2 397 52  2   1 1 1 1 1 1 1 1 1 1 1 111111111111 2,NA,2,222192911 29     11311111111111111114251512,IA,177084682088    544C,1,NA,13.722
320,1,11  1  1313455113 713333333971097 6 6 697979797 6972  2   510 3 5 697 5 5 7 7 7 522221133212,NA,2,222212111 11 9222293999999444484443244095111,MN,1070136130146980134C,1,NA,19.642
330,1,11  1  231224442 97 333333397 997 197 19797971097978  1 4 5 8 1 297 1979797 897 741221122132,NA,2,229122122 21 4131142111111212112421234545111,OH,0310925360959320123E,1,NA,20.062
330,1,12  1  231144553 96         6 6 4 7 5 6 4 5 5 5 4 41101 3 6 5 5 6 5 5 4 4 4 4 4 433332233131 4,NA,2,111112 11 2      22211111144343334326284512,OH,0350125100131320123E,1,NA,14.822
330,1,22  1  131119999 99 88888881010101010101010101010101 12   7 5 2 3 39797 7 2 798 344411111112,NA,2,921922 99 2      4 2111111343444441263545111,OH,0350125100130080213E,1,NA,11.512
330,1,12  1  231224443  423833333 2 5 5 1 5 5 5 5 5 8 5 52  2   1 5 2 1 2 5 5 5 8 8 89711831133132,NA,2,222212 21 1      11222111244442444223555512,OH,0350125100130080113E,1,NA,21.422
330,1,22  1  3311244413 133231232 5 1 5 5 5 6 1 4 5 4 4 52  2   5 4 5 6 5 7 2 5 5 5 5 543422333112,NA,2,122222 12 2      22211111122221144223324522,OH,0350125100130080213E,1,NA,13.542
334,2,122 1  213144443 1133333333 8 6 5 4 5 6 5 6 5 5 6 51 92   2 6 4 4 3 3 3 3 7 7 7 344423222322,NA,2,111112 11 2      4 4111111444444442233215211,AL,4091215221251800326C,1,2,1.553
334,1,12  1  231144443 1733333333 7 7 4 4 4 1 8 7 7 2 8 68  2   4 8 4 6 7 4 4 6 7 7 7 744412323322,NA,2,221112 11 1      14211111144444444325216512,AL,3830636860615160126C,1,NA,21.483
334,1,21  2  231234443 1713333133 6 8 6 4 5 4 4 4 5 6 6 62  2   7 8 1 4 4 397 8 4 797 31331121211112,NA,112,111111111 11 111111111111123212233123279512,AL,4121106981135240326C,1,NA,23.313
334,1,12  1  931133443 97 3333333 5 5 3 5 5 5 5 5 3 3 5 52  2  9797979797 59797979797 344431132332,NA,2,222222 2222      3 322222244431444223829512,AL,412110698113    546C,1,NA,18.493
334,2,222 1  2322222411 422822382109797 197971097109797971 91 4 8 8 9 1 9 9 9 9 9 9 9 911211111112,NA,2,221122 11 1      4 3111111444414443225825211,AL,412110698113    546C,1,3,25.003
334,1,12  2  1322434212 922223333 1 8 6 1 2 1 1 5 4 5 3 61 21 4 4 8 5 2 2 3 5 5 5 5 4 522121122122,NA,1 4,211111 11 2      14221111144421424113182512,AL,3830636860615160326C,1,NA,15.973
352,3,22 331 2333222211 922823223 1 897 3 1 3 197 71097978  1 797979797979797979797979743111193132,NA,2,219111 11 2      4 3222212121414221 5564312,FL,6211645921652900135E,1,1,14.253
352,1,11  2  212224443  423233333 4 6 5 1 4 3 1 6 7 8 4 71961 7 5 6 6 5 4 5 5 7 7 8 4 731121223312,NA,2,221122121 11 122311122112133333423326335512,FL,3290235340225790235E,1,NA,17.993
360,1,11  2  331111143 17933333339710109797 7 710 8 8 2 81 21111010 410 8 8 5 8 8 8 8 444421122112,NA,1 8,211111211 12     114111111444222442252445111,WA,1050148190121150239P,1,NA,22.544
360,1,21  2  2311444411 292123311 8 6 5 797 5 7 7 6 6 8 71 18   3 6 6 597 5 3 6 8 8 7 443411212111 4,NA,2,221212211 211833313211111144441444225333522,WA,2330268200246440129P,1,NA,16.994
401,1,11  2  11122445131033333333 5 7 5 5 5 4 4 5 7 7 5 68  1 4 3 5 3 3 3 3 3 5 5 7 5 522221113121 8 9,NA,118,211122111 19     111221222443424442273765111,RI,047043521047    531E,1,NA,17.241
401,1,22  1  1313422419 922223833 4 8 5 5 3 5 4 5 610 5 51962   4 8 4 4 497 3 5 710 5 532221122122,NA,2,221111 11 1      14299199944442444327505512,RI,0470435210476483121E,1,NA,8.541
401,1,12  1  2312444413129333333397 797 3 79797 597 7 5 62  8   5 6 3 4 4 3 59797 7 7 523121112122,NA,2,221192 11 1      13499111143433444225294512,RI,0470435210476483121E,1,NA,13.211
401,1,21  1  23122444131322223333 8 99797 1 1 1 5979797 12  11210 997 8 5 1 8979798979731231123112,NA,112,212122111 211232211399191944441444225544512,RI,0470435210476483221E,1,NA,14.521
402,1,21  1  121322243  422223382 4 6 3 3 3 4 4 4 4 6 4 41 21 4 4 6 3 3 6 3 3 4 3 4 4 322321123112,NA,2,222112111 19     11222222233341433127505512,NE,3010736520755920224C,1,NA,11.932
402,1,12  2  131144449  223992133 8 8 8 8 8 8 897 8 8 8 92  2   4 6 5 5 497 497 5 5 5 443412223222,NA,1 2,221122 11 1      12211111144343334924222512,NE,3010736520755920124C,1,NA,13.162
402,1,22  1  2212333419 422823833979797 19797 3 7979797978  1 4 5 898 497 39798 5 797 542211233332,NA,2,222222 2222      14229111134412244323514512,NE,3010736520755920124C,1,NA,17.662
404,1,11  2  22222312129923211231 4 5 3 4 6 3 2 5 6 5 6 42  1 6 4 5 5 4 3 5 1 1 5 4 4 332132111111 3,NA,2,111211112 11 121111121111144444444125464512,GA,1970105240100520315E,1,NA,20.823
404,1,22  2  1312333312 933323123 5 6 5 5 5 5 5 5 6 6 6 52  1 4 7 7 897 7 7 797 89797 644422123232,NA,9,221212 11 1      213111111444434443262525111,GA,1970105240100520315E,1,NA,13.903
404,1,12  2  131133111297 3883188 5 9 3 4 2 5 5 4 6 9 8 78  2   3 8 2 2 2 2 2 3 3 6 5 444411111121 812,NA,112,211111 12 1      4 3111111444324442262275111,GA,1970105240100520315E,1,NA,11.483
404,1,22  332,NA,NA,999999 999                          322 52,GA,1970105240100520315E,1,NA,4.373
404,2,222 1  911939151198 3333333 7 99710 5 6 6979797 7978  8   5 89797979797979797979744433333332,NA,2,222122 21 1      3 3222222444414442267035211,GA,1970105240100520115E,1,3,1.973
404,2,112 2  1122222312162212332310 2 1 4 5 210 4 4 4 5 31 4112 7 5 1 5 4 4 5 3 4 4 6 344411111212,NA,2,221122111 22     14111111144421444325275522,GA,1970105240100520115E,1,3,3.843
404,1,22  31 1311941412 81313121310 8 51010 81010 8 810 81101 3 11010 1 1 2 1 1101010 134311111111 8,NA,2,112112 22 2      222111111444234443 3231522,GA,1970105240100520115E,1,NA,4.373
405,1,22  1  122224443  923888333 2 4 2 4 4 2 2 2 4 4 3 31101 7 3 5 3 3 3 2 298 5 698 423311112112,NA,2,221112 11 2      4 121111144342244223445512,OK,263045650043    547C,1,NA,20.663
405,1,12  2  232229552 17922238289898989898989898989898 68  1 4 798 2 5 4 5 2 5 6 798 312211133112,NA,2,121112 11 1      14399999944312344223435512,OK,265177657161    547C,1,NA,23.823
405,1,12  1  2311322211 4212222121010 1 110 11010101010 11121 4 1 1 1 1 1 1 1 1 1 1 11034313133112,NA,2,221221 11 2      4 112112241434444125212512,OK,403128634126    547C,1,NA,21.483
405,1,12  1  231133443  923222123 397 4 6 6 5 5 4 6 797 61101 1 7 4 3 7 698 498 5 798 522312112222,NA,2,221111 11 1      21321111122211234225214512,OK,263045650043    537C,1,NA,14.303
405,3,22 11  111144443  42313121210 5 610 5 7 8 5 8 5 9102  2   310 1 3 1 1 5 5 3 1 3 144433333112,NA,1 4,111122 11 1      112111111444433442262541411,OK,405135627143    547C,1,1,1.003
405,1,11  1  111121112  911111111 1 1 1 1 1 1 1 1 1 1 1 11 11 1 1 1 1 1 1 1 1 1 1 1 1 111111111111 7,NA,1 7,111111111 11 1111111111111111111111112911111,OK,263045650043    547C,1,NA,24.823
405,1,12  1  23224444121713333333 5 5 4 2 2 3 4 4 3 3 3 42  2   7 7 6 5 6 4 4 5 7 6 5 612121113211 4,NA,118,211121 11 1      13311111142431444323213542,OK,2630456500435880127C,1,NA,3.783
405,2,222 1  932221551196         3 3 3 3 5 3 3 3 3 3 3 32  8   1 1 1 2 3 1 1 1 1 1 1 282821111212,NA,9,211112 11 1      243111111443444341234435211,OK,2630456500435880127C,1,2,3.423
405,1,22  2  231144442  423323133 810 4 8 5 5 4 8 9 5 5 51 12   310 3 197979797 5 4 4 144211233221 8,NA,2,121112 11 1      14311111144443444326294512,OK,2630456500432340237C,1,NA,20.873
405,1,22  1  131111111117311111111010101010101010101010 91101 4 9 9 3 397 9 1 3 3 2 2 244411112121 9,NA,1 8 4,111111 11 1      132111111444444443252242111,OK,2630456500435880127C,1,NA,12.033
405,1,11  1  291224443  423333383 6 5 1 4 4 3 5 3 3 3 2 11101 3 5 7 8 7 6 6 6 6 5 698 711211112222,NA,2,212112911 29     14499999934424444125329512,OK,2630456500435880327C,1,NA,22.393
405,1,12  1  2322222211 722322823 1 4 1 9 1 1 1 3 1 1 1 11 41 1 1 3 1 8 3 1 1 2 2 2 1 113111131112,NA,2,211112 11 2      142222222333334431252755111,OK,2630456500435880327C,1,NA,22.393
405,3,12 1333,NA,NA,999999 999                          358 14,OK,265177657161    547C,1,1,2.723
406,1,22  2  931224553 96        98 6 3 2 298 3 4 4 5 4 41961 498989898989898989898989822211232112,NA,2,222992 2221      24211111143243434227534512,MT,297207766208    548M,1,NA,15.184
406,1,11  1  231195553 1833133333 5 6 4 5 5 4 5 6 6 5 5 52  1 3 5 6 2 5 3 3 5 5 5 6 5 344411333312,NA,2,222212122 12     11211111134343344323355512,MT,299182755184    548M,1,NA,25.004
407,1,22  2  2322222511 622222223 3 7 3 1 6 1 1 3 6 6 6 42  1 4 5 7 4 2 7 1 2 3 5 5 3 121111121112,NA,2,911111 11 2      29211111111111424123479512,FL,3290235340225960125E,1,NA,14.253
407,1,11  2  93114199131821111111 5 1 8 5 5 3 7 5 5 7 6 82  2   1 1 5 5 1 4 3 5 5 5 3 611111111112,NA,2,221112211 22     134111111111111112175055111,FL,3290235340225960325E,1,NA,13.213
407,1,21  2  221142943  723333133 5 8 7 3 8 4 4 8 8 8 5 82  1 6 5 8 4 3 5 598 5 7 7 5 444231313332,NA,2,222292192 12     4 411111144441444125383519,FL,3290235340225960325E,1,NA,15.813
407,3,21 22  9212344311 423323333 710 5 5 9 3 4 7 8 8 8 78  1 4 5 5 5 6 7 4 3 4 6 7 3 443331213112,NA,2,111112111 12     19311111144411334912292242,FL,3290235340225960125E,1,2,2.513
407,1,12  1  2312322412 922221233 8 6 1 1 1 1 1 6 3 3 2 22  1 4 6 7 1 1 1 1 1 5 3 3 1 121421323112,NA,9,211111 11 2      14299999933333343227485512,FL,3290235340224900125E,1,NA,19.843
407,1,22  2  3211144411 99333333398109810 998 810101010101 92   410 4 4 69797 9 8 997 543411111121 2,NA,1 7,111119 11 2      14111111144443344227535512,FL,3290235340225960325E,1,NA,9.633
407,1,12  1  2212334411 922222212 6 6 6 3 4 4 4 8 7 8 8 61102   4 6 3 3 4 3 3 3 2 5 1 243411113332,NA,1 4,999999 99 1      21311111144441444123185522,FL,3290235340225960325E,1,NA,2.553
407,3,22 431 211294443  82333313310 3 1 1 810 5 1 89797971 61 4 510 6 1 1 1 1 3 7 797 111211331111 6 1,NA,9,999999 99 2      132221112444414442 7384442,FL,3290235340225960325E,1,2,1.003
408,1,22  1  93119111191393383333 8 8 5 8 8 898 5 7 8 8 81102   11098 2 2989898 5 797 44441113311111,NA,116,999999 99 1      24411111144443444225238542,CA,0650058070057400119P,1,NA,1.754
408,1,12  1  23114334111728333333 7 7 7 3 3 5 5 7 5 7 7 51 42   5 8 1 3 3 3 2 2 4 6 6 322221131121 1,NA,2,921112 11 1      6 211111143442444216234512,CA,0650058070057400219P,1,NA,4.944
408,1,12  2  2122222211 432322323989898 298 5989898 498 32  1 498 8 7 198 2 5 4 3 4 4 213411111192,NA,9,222222 12 2      3 199999941111414223613512,CA,0650058070057400219P,1,NA,7.434
408,1,11  1  231113342 97 2323333 7 7 5 59797 597 7 7 7 41101 4 7 7 4 4 6 4 697 7 897 54443113331111 3,NA,9,921111111 11 9391141111111444444443262975111,CA,0650058070057400219P,1,NA,5.154
408,1,22  2  13222224111792822383 5 7 1 5 59797 1 1 1 1 12  11210109898989898989898989812111121312,NA,2,121122 21 2      3 321211944211442223721512,CA,0650058070057400119P,1,NA,6.904
408,1,21  1  211113443  923833323 5 5 210 6 5 5 3 1 1 1 12  112 198 1 1 1 1 1989898989824433311132,NA,2,121111121 211833312111112144444444213335142,CA,0650058070057400119P,1,NA,1.874
408,1,21  1  91322244111392323183979798 8979797 2 3 7 1 12  112 49797 697 397979797979713111121212,NA,9,221122911 22     3 222222244411444223574512,CA,0650058070057400119P,1,NA,7.364
408,1,12  2  931144449  42388311898 6 7 5 59898 6 698 5 61121 6 5 5 3 3 3 497 5 59898 544412323222,NA,2,111112 11 1      11211111144432334326326512,CA,0650058070057400119P,1,NA,5.154
408,1,12  1  13122224111722222322 5 5 6 3 2 1 3 4 4 7 5 42  1 6 2 5 1 3 4 2 3 5 4 4 3 232431123312,NA,1 3,221111 12 1      142111111344314441255065111,CA,0650058070057400119P,1,NA,8.944
408,1,22  31 131222249  998223828 8 9 9 6 9 8 8 8 8 9 8 88  8  98 5 5 5 1989898 5 7 4 54443121211111,NA,2,211192 11 1      132111111444424442 5345512,CA,0691138281227120229P,1,NA,19.584
408,1,12  332,NA,NA,999999 999                          435 44,CA,0650058070057400219P,1,NA,2.514
408,3,12 11  31111111111333133333 8 5 610 8 7 6 6 810 6 72  2   1 5 1 1 1 1 3 1 3 597 144433333331 412,NA,1 7,111111 11 1      113111111442414442252221411,CA,0650058070057400119P,1,2,1.004
408,1,21  2  231111113  431111111 5 6 7 9 4 8 3 4 7 7 3 21 41 9 9 7 7 710 9 6 6 8 9 5 544411112121 4,NA,1 4,111112111 11 433323222211144444444413314112,CA,069113828122    549P,1,NA,19.184
408,1,12  2  2122222211 432223322 1 1 1 1 1 1 1 1 1 1 1 12  1 4 1 1 1 1 1 1 1 1 1 1 1 133111111112,NA,1 4,212222 11 1      3 3111111424244442237325111,CA,0691138281227120229P,1,NA,12.914
408,1,12  2  213223449 17231333339797 5 5 5979797 5 797971101 4 298 3 4989898 5 5 7989822211122212,NA,1 2 9,999999 99 2      3 2222191432213323257495111,CA,0650058070057400219P,1,NA,5.704
408,1,11  2  23331993111793223133 8 5 610 8 2 4 5 9 4 7 41 911298 498 2989898 3 59898984332112321111,NA,9,919112111 111833313911111144442444913389542,CA,0650058070057400219P,1,NA,1.614
408,1,22  2  21222233111792282128 110 3 5 5 2 2 1 1 2 5 22  8  98989898989898989898989812111133222,NA,2,121112 11 2      3 322222214441444115739512,CA,0650058070057400219P,1,NA,6.664
408,1,22  333,NA,NA,999999 999                          631 54,CA,0650058070057400219P,1,NA,1.424
409,1,22  2  111111111317331331139797 8 7 79797 7 7 7 8 81122   7 7 7 5 4 3 3 7 7 797 444433132212,NA,1 412,221111 11 1      141111111444484242276155111,TX,201011618011    547C,1,NA,12.513
409,1,22  2  2122222411 422222323 4 5 4 1 3 1 1 6 3 3 3 32  1 4 7 7 5 4 6 4 4 5 5 6 5 521121112222,NA,1 8,221122 21 2      3 222222244422444115706512,TX,2050966250941260137C,1,NA,15.493
409,2,222 1  931144413  933323338 1 1 199 199 1 1 1 1 1 12  1 4989898979797 498 198989733311112112,NA,2,222222 11 2      5 322222234443344221691522,TX,2050966250941260137C,1,2,23.673
409,1,12  333,NA,NA,999999 999                          126 51,TX,2050966250941260137C,1,NA,17.433
410,1,11  1  2222233412 421121132 5 6 5 3 6 2 3 3 5 5 5 41 91 410 8 8 6 8 6 7 7 7 6 7 922332213322,NA,2,211121122 19     11221211144444444325464512,MD,0210225120230720315E,1,NA,25.003
410,2,222 2  331191113 12111311131010101010101010101010101122   6 8 4 4 4 5 4 5 8 6 4 544432123312,NA,9,222222 9222      4 411111142241444223401522,MD,0210225120230720315E,1,3,4.243
410,2,112 1  12124111121231333333 3 1 8 7 6 4 3 7 7 9 5 71101 6 5 8 8 5 7 4 5 7 6 9 7 633311112112,NA,2,221112211 12     13211111134334344223484522,MD,0210225120230720315E,1,3,3.403
410,1,21  1  22224324121212332213 6 5 5 5 5 5 5 5 5 5 5 52  2   2 7 5 4 3 2 3 2 2 1 3 422111131212,NA,2,111111111 2118131133211222222991911164735211,MD,0210225120230720315E,1,NA,4.463
410,1,12  2  31111444111713332313 5 5 5 3 5 1 5 5 5 6 4 52  2   4 8 4 5 3 4 4 5 7 7 5 83211311311110,NA,112,221111 11 1      23311111144443444323188512,MD,0210225120230720315E,1,NA,10.633
410,1,12  2  223334443 12133333331097 5 5101010 5 5 5 7 58  2   5 5 5 5 5 5 5 5 5 5 5 544431333332,NA,2,221112 11 2      4 2111111444414443232625211,MD,0210225120230720315E,1,NA,5.703
410,2,112 2  2312222212 722222223 5 3 2 2 2 1 5 5 3 3 5 32  1 6 8 2 2 3 3 2 3 5 5 5 5 521321111122,NA,2,221112111 22     5 4222211411214122234635211,MD,0210225120230720315E,1,3,3.403
410,1,11  1  32222222111212332338 6 4 5 5 4 4 4 5 3 3 3 21 111297 6 1 1 4 1 1 1 1 1 1 111111111111 7,NA,1 6,111111111 11 111111111111111111111123344522,MD,0210225120230720315E,1,NA,5.703
410,2,122 2  9322222511 892222222 110101010101010101010101 71 9 1 3 5 2 2 5 3 5 6 7 5 623411133212,NA,2,211111 11 2      24311111144441444323243522,MD,023162576163    535E,1,2,1.043
410,3,22 32  1311444411 923333113 9 9 9 9 9 9 9 9 9 9 9 92  2   3 9 3 2 2 4 2 2 4 4 4 444221221122,NA,1 4,221212 11 1      233111111444334442151913111,MD,021022512023    545E,1,1,7.163
410,1,12  2  931324452  9288333139797 4 4 49797 3979797 42  1 5 597 4 3 3 3 69797 4 5 544411121212,NA,1 4,212122 11 2      132292999444434442255055111,MD,021022512023    545E,1,NA,25.003
